n1,1.00866491588
H1,1.00782503223
H2,2.01410177812
H3,3.0160492779
H4,4.02643
H5,5.035311
H6,6.04496
H7,7.0527
He3,3.0160293201
He4,4.00260325413
He5,5.012057
He6,6.018885891
He7,7.0279907
He8,8.03393439
He9,9.043946
He10,10.05279
Li3,3.0308
Li4,4.02719
Li5,5.012538
Li6,6.0151228874
Li7,7.0160034366
Li8,8.022486246
Li9,9.02679019
Li10,10.035483
Li11,11.04372358
Li12,12.052517
Li13,13.06263
Be5,5.0399
Be6,6.0197264
Be7,7.016928717
Be8,8.005305102
Be9,9.012183065
Be10,10.013534695
Be11,11.02166108
Be12,12.0269221
Be13,13.036135
Be14,14.04289
Be15,15.05342
Be16,16.06167
B6,6.0508
B7,7.029712
B8,8.0246073
B9,9.01332965
B10,10.01293695
B11,11.00930536
B12,12.0143527
B13,13.0177802
B14,14.025404
B15,15.031088
B16,16.039842
B17,17.04699
B18,18.05566
B19,19.0631
B20,20.07207
B21,21.08129
C8,8.037643
C9,9.0310372
C10,10.01685331
C11,11.0114336
C12,12.0
C13,13.00335483507
C14,14.0032419884
C15,15.01059926
C16,16.0147013
C17,17.022577
C18,18.026751
C19,19.0348
C20,20.04032
C21,21.049
C22,22.05753
C23,23.0689
N10,10.04165
N11,11.026091
N12,12.0186132
N13,13.00573861
N14,14.00307400443
N15,15.00010889888
N16,16.0061019
N17,17.008449
N18,18.014078
N19,19.017022
N20,20.023366
N21,21.02711
N22,22.03439
N23,23.04114
N24,24.05039
N25,25.0601
O12,12.034262
O13,13.024815
O14,14.00859636
O15,15.00306562
O16,15.99491461957
O17,16.9991317565
O18,17.99915961286
O19,19.003578
O20,20.00407535
O21,21.008655
O22,22.009966
O23,23.015696
O24,24.01986
O25,25.02936
O26,26.03729
O27,27.04772
O28,28.05591
F14,14.034315
F15,15.018043
F16,16.0114657
F17,17.00209524
F18,18.00093733
F19,18.99840316273
F20,19.999981252
F21,20.9999489
F22,22.002999
F23,23.003557
F24,24.008115
F25,25.012199
F26,26.020038
F27,27.02644
F28,28.03534
F29,29.04254
F30,30.05165
F31,31.05971
Ne16,16.02575
Ne17,17.01771396
Ne18,18.0057087
Ne19,19.00188091
Ne20,19.9924401762
Ne21,20.993846685
Ne22,21.991385114
Ne23,22.99446691
Ne24,23.99361065
Ne25,24.997789
Ne26,26.000515
Ne27,27.007553
Ne28,28.01212
Ne29,29.01975
Ne30,30.02473
Ne31,31.0331
Ne32,32.03972
Ne33,33.04938
Ne34,34.05673
Na18,18.02688
Na19,19.01388
Na20,20.0073544
Na21,20.99765469
Na22,21.99443741
Na23,22.989769282
Na24,23.99096295
Na25,24.989954
Na26,25.9926346
Na27,26.9940765
Na28,27.998939
Na29,29.0028771
Na30,30.0090979
Na31,31.013163
Na32,32.02019
Na33,33.02573
Na34,34.03359
Na35,35.04062
Na36,36.04929
Na37,37.05705
Mg19,19.034169
Mg20,20.01885
Mg21,21.011716
Mg22,21.99957065
Mg23,22.99412421
Mg24,23.985041697
Mg25,24.985836976
Mg26,25.982592968
Mg27,26.984340624
Mg28,27.9838767
Mg29,28.988617
Mg30,29.9904629
Mg31,30.996648
Mg32,31.9991102
Mg33,33.0053271
Mg34,34.008935
Mg35,35.01679
Mg36,36.02188
Mg37,37.03037
Mg38,38.03658
Mg39,39.04538
Mg40,40.05218
Al21,21.02897
Al22,22.01954
Al23,23.00724435
Al24,23.9999489
Al25,24.9904281
Al26,25.986891904
Al27,26.98153853
Al28,27.98191021
Al29,28.9804565
Al30,29.98296
Al31,30.983945
Al32,31.988085
Al33,32.990909
Al34,33.996705
Al35,34.999764
Al36,36.00639
Al37,37.01053
Al38,38.0174
Al39,39.02254
Al40,40.03003
Al41,41.03638
Al42,42.04384
Al43,43.05147
Si22,22.03579
Si23,23.02544
Si24,24.011535
Si25,25.004109
Si26,25.99233384
Si27,26.98670481
Si28,27.97692653465
Si29,28.9764946649
Si30,29.973770136
Si31,30.975363194
Si32,31.97415154
Si33,32.97797696
Si34,33.978576
Si35,34.984583
Si36,35.986695
Si37,36.992921
Si38,37.995523
Si39,39.002491
Si40,40.00583
Si41,41.01301
Si42,42.01778
Si43,43.0248
Si44,44.03061
Si45,45.03995
P24,24.03577
P25,25.02119
P26,26.01178
P27,26.999224
P28,27.9923266
P29,28.98180079
P30,29.97831375
P31,30.97376199842
P32,31.973907643
P33,32.9717257
P34,33.97364589
P35,34.9733141
P36,35.97826
P37,36.979607
P38,37.984252
P39,38.986227
P40,39.99133
P41,40.994654
P42,42.00108
P43,43.00502
P44,44.01121
P45,45.01645
P46,46.02446
P47,47.03139
S26,26.02907
S27,27.01828
S28,28.00437
S29,28.996611
S30,29.98490703
S31,30.97955701
S32,31.9720711744
S33,32.9714589098
S34,33.967867004
S35,34.96903231
S36,35.96708071
S37,36.97112551
S38,37.9711633
S39,38.975134
S40,39.9754826
